region_id,region_name,province,date,year,month,transactions,in_branch_transactions,digital_transactions,digital_percentage
RG014,Richmond,British Columbia,2023-04-21,2023,4,249971,107737,142233,56.9
RG015,Calgary Downtown,Alberta,2023-04-21,2023,4,160600,71467,89133,55.5
RG016,Calgary North,Alberta,2023-04-21,2023,4,221952,103207,118744,53.5
RG017,Calgary South,Alberta,2023-04-21,2023,4,146427,22989,123437,84.3
RG018,Edmonton Central,Alberta,2023-04-21,2023,4,184164,32228,151935,82.5
RG019,Edmonton West,Alberta,2023-04-21,2023,4,42179,18600,23578,55.9
RG020,Montreal Central,Quebec,2023-04-21,2023,4,59055,22499,36555,61.9
RG021,Montreal East,Quebec,2023-04-21,2023,4,111800,49974,61825,55.3
RG022,Montreal West,Quebec,2023-04-21,2023,4,160071,26571,133499,83.4
RG023,Laval,Quebec,2023-04-21,2023,4,102091,48391,53699,52.6
RG024,Quebec City,Quebec,2023-04-21,2023,4,63389,27067,36321,57.3
RG001,Toronto Central,Ontario,2023-05-21,2023,5,288417,66047,222369,77.1
RG002,Toronto North,Ontario,2023-05-21,2023,5,284809,124461,160347,56.3
RG003,Toronto East,Ontario,2023-05-21,2023,5,224778,61813,162964,72.5
RG004,Toronto West,Ontario,2023-05-21,2023,5,232147,93323,138823,59.8
RG005,Mississauga,Ontario,2023-05-21,2023,5,214343,32151,182191,85.0
RG006,Brampton,Ontario,2023-05-21,2023,5,170370,27940,142429,83.6
RG007,Hamilton,Ontario,2023-05-21,2023,5,266570,102629,163940,61.5
RG008,Ottawa,Ontario,2023-05-21,2023,5,83236,16563,66672,80.1
RG009,Vancouver Downtown,British Columbia,2023-05-21,2023,5,126926,40362,86563,68.2
RG010,Vancouver East,British Columbia,2023-05-21,2023,5,122523,52317,70205,57.3
RG011,Vancouver West,British Columbia,2023-05-21,2023,5,142544,27083,115460,81.0
RG012,Burnaby,British Columbia,2023-05-21,2023,5,158478,39619,118858,75.0
RG013,Surrey,British Columbia,2023-05-21,2023,5,277937,120902,157034,56.5
RG014,Richmond,British Columbia,2023-05-21,2023,5,247014,106463,140550,56.9
RG015,Calgary Downtown,Alberta,2023-05-21,2023,5,162784,72438,90345,55.5
RG016,Calgary North,Alberta,2023-05-21,2023,5,213963,99492,114470,53.5
RG017,Calgary South,Alberta,2023-05-21,2023,5,142497,22372,120124,84.3
RG018,Edmonton Central,Alberta,2023-05-21,2023,5,185653,32489,153163,82.5
RG019,Edmonton West,Alberta,2023-05-21,2023,5,45478,20055,25422,55.9
RG020,Montreal Central,Quebec,2023-05-21,2023,5,56888,21674,35213,61.9
RG021,Montreal East,Quebec,2023-05-21,2023,5,107903,48232,59670,55.3
RG022,Montreal West,Quebec,2023-05-21,2023,5,161523,26812,134710,83.4
RG023,Laval,Quebec,2023-05-21,2023,5,98496,46687,51808,52.6
RG024,Quebec City,Quebec,2023-05-21,2023,5,61469,26247,35221,57.3
RG001,Toronto Central,Ontario,2023-06-20,2023,6,292171,66907,225263,77.1
RG002,Toronto North,Ontario,2023-06-20,2023,6,306382,133888,172493,56.3
RG003,Toronto East,Ontario,2023-06-20,2023,6,220218,60559,159658,72.5
RG004,Toronto West,Ontario,2023-06-20,2023,6,241782,97196,144585,59.8
RG005,Mississauga,Ontario,2023-06-20,2023,6,234541,35181,199359,85.0
RG006,Brampton,Ontario,2023-06-20,2023,6,176797,28994,147802,83.6
RG007,Hamilton,Ontario,2023-06-20,2023,6,287668,110752,176915,61.5
RG008,Ottawa,Ontario,2023-06-20,2023,6,86517,17216,69300,80.1
RG009,Vancouver Downtown,British Columbia,2023-06-20,2023,6,129870,41298,88571,68.2
RG010,Vancouver East,British Columbia,2023-06-20,2023,6,122271,52209,70061,57.3
RG011,Vancouver West,British Columbia,2023-06-20,2023,6,154191,29296,124894,81.0
RG012,Burnaby,British Columbia,2023-06-20,2023,6,172452,43113,129339,75.0
RG013,Surrey,British Columbia,2023-06-20,2023,6,296295,128888,167406,56.5
RG014,Richmond,British Columbia,2023-06-20,2023,6,268401,115680,152720,56.9
RG015,Calgary Downtown,Alberta,2023-06-20,2023,6,174991,77870,97120,55.5
RG016,Calgary North,Alberta,2023-06-20,2023,6,217744,101250,116493,53.5
RG017,Calgary South,Alberta,2023-06-20,2023,6,158229,24841,133387,84.3
RG018,Edmonton Central,Alberta,2023-06-20,2023,6,193362,33838,159523,82.5
RG019,Edmonton West,Alberta,2023-06-20,2023,6,47553,20970,26582,55.9
RG020,Montreal Central,Quebec,2023-06-20,2023,6,60202,22936,37265,61.9
RG021,Montreal East,Quebec,2023-06-20,2023,6,117214,52394,64819,55.3
RG022,Montreal West,Quebec,2023-06-20,2023,6,165670,27501,138168,83.4
RG023,Laval,Quebec,2023-06-20,2023,6,107284,50852,56431,52.6
RG024,Quebec City,Quebec,2023-06-20,2023,6,65522,27977,37544,57.3
RG001,Toronto Central,Ontario,2023-07-20,2023,7,298533,68364,230168,77.1
RG002,Toronto North,Ontario,2023-07-20,2023,7,305585,133540,172044,56.3
RG003,Toronto East,Ontario,2023-07-20,2023,7,238291,65530,172760,72.5
RG004,Toronto West,Ontario,2023-07-20,2023,7,238144,95733,142410,59.8
RG005,Mississauga,Ontario,2023-07-20,2023,7,226889,34033,192855,85.0
RG006,Brampton,Ontario,2023-07-20,2023,7,174886,28681,146204,83.6
RG007,Hamilton,Ontario,2023-07-20,2023,7,287433,110661,176771,61.5
RG008,Ottawa,Ontario,2023-07-20,2023,7,89422,17794,71627,80.1
RG009,Vancouver Downtown,British Columbia,2023-07-20,2023,7,135731,43162,92568,68.2
RG010,Vancouver East,British Columbia,2023-07-20,2023,7,129234,55182,74051,57.3
RG011,Vancouver West,British Columbia,2023-07-20,2023,7,147291,27985,119305,81.0
RG012,Burnaby,British Columbia,2023-07-20,2023,7,159416,39854,119562,75.0
RG013,Surrey,British Columbia,2023-07-20,2023,7,288354,125433,162920,56.5
RG014,Richmond,British Columbia,2023-07-20,2023,7,250679,108042,142636,56.9
RG015,Calgary Downtown,Alberta,2023-07-20,2023,7,166244,73978,92265,55.5
RG016,Calgary North,Alberta,2023-07-20,2023,7,224071,104193,119877,53.5
RG017,Calgary South,Alberta,2023-07-20,2023,7,160421,25186,135234,84.3
RG018,Edmonton Central,Alberta,2023-07-20,2023,7,180434,31575,148858,82.5
RG019,Edmonton West,Alberta,2023-07-20,2023,7,44784,19749,25034,55.9
RG020,Montreal Central,Quebec,2023-07-20,2023,7,58153,22156,35996,61.9
RG021,Montreal East,Quebec,2023-07-20,2023,7,118415,52931,65483,55.3
RG022,Montreal West,Quebec,2023-07-20,2023,7,164264,27267,136996,83.4
RG023,Laval,Quebec,2023-07-20,2023,7,103771,49187,54583,52.6
RG024,Quebec City,Quebec,2023-07-20,2023,7,63910,27289,36620,57.3
RG001,Toronto Central,Ontario,2023-08-19,2023,8,303526,69507,234018,77.1
RG002,Toronto North,Ontario,2023-08-19,2023,8,297177,129866,167310,56.3
RG003,Toronto East,Ontario,2023-08-19,2023,8,229436,63094,166341,72.5
RG004,Toronto West,Ontario,2023-08-19,2023,8,228177,91727,136449,59.8
RG005,Mississauga,Ontario,2023-08-19,2023,8,225227,33784,191442,85.0
RG006,Brampton,Ontario,2023-08-19,2023,8,169749,27838,141910,83.6
RG007,Hamilton,Ontario,2023-08-19,2023,8,302444,116440,186003,61.5
RG008,Ottawa,Ontario,2023-08-19,2023,8,88435,17598,70836,80.1
RG009,Vancouver Downtown,British Columbia,2023-08-19,2023,8,141529,45006,96522,68.2
RG010,Vancouver East,British Columbia,2023-08-19,2023,8,128599,54911,73687,57.3
RG011,Vancouver West,British Columbia,2023-08-19,2023,8,156795,29791,127003,81.0
RG012,Burnaby,British Columbia,2023-08-19,2023,8,172032,43008,129024,75.0
RG013,Surrey,British Columbia,2023-08-19,2023,8,292959,127437,165521,56.5
RG014,Richmond,British Columbia,2023-08-19,2023,8,253009,109046,143962,56.9
RG015,Calgary Downtown,Alberta,2023-08-19,2023,8,171750,76428,95321,55.5
RG016,Calgary North,Alberta,2023-08-19,2023,8,220415,102492,117922,53.5
RG017,Calgary South,Alberta,2023-08-19,2023,8,156986,24646,132339,84.3
RG018,Edmonton Central,Alberta,2023-08-19,2023,8,181473,31757,149715,82.5
RG019,Edmonton West,Alberta,2023-08-19,2023,8,45367,20006,25360,55.9
RG020,Montreal Central,Quebec,2023-08-19,2023,8,59051,22498,36552,61.9
RG021,Montreal East,Quebec,2023-08-19,2023,8,113368,50675,62692,55.3
RG022,Montreal West,Quebec,2023-08-19,2023,8,158810,26362,132447,83.4
RG023,Laval,Quebec,2023-08-19,2023,8,102948,48797,54150,52.6
RG024,Quebec City,Quebec,2023-08-19,2023,8,63376,27061,36314,57.3
RG001,Toronto Central,Ontario,2023-09-18,2023,9,289025,66186,222838,77.1
RG002,Toronto North,Ontario,2023-09-18,2023,9,278191,121569,156621,56.3
RG003,Toronto East,Ontario,2023-09-18,2023,9,229390,63082,166307,72.5
RG004,Toronto West,Ontario,2023-09-18,2023,9,237441,95451,141989,59.8
RG005,Mississauga,Ontario,2023-09-18,2023,9,214051,32107,181943,85.0
RG006,Brampton,Ontario,2023-09-18,2023,9,172406,28274,144131,83.6
RG007,Hamilton,Ontario,2023-09-18,2023,9,285779,110024,175754,61.5
RG008,Ottawa,Ontario,2023-09-18,2023,9,82604,16438,66165,80.1
RG009,Vancouver Downtown,British Columbia,2023-09-18,2023,9,129154,41070,88083,68.2
RG010,Vancouver East,British Columbia,2023-09-18,2023,9,116187,49611,66575,57.3
RG011,Vancouver West,British Columbia,2023-09-18,2023,9,149698,28442,121255,81.0
RG012,Burnaby,British Columbia,2023-09-18,2023,9,156681,39170,117510,75.0
RG013,Surrey,British Columbia,2023-09-18,2023,9,287132,124902,162229,56.5
RG014,Richmond,British Columbia,2023-09-18,2023,9,241947,104279,137667,56.9
RG015,Calgary Downtown,Alberta,2023-09-18,2023,9,166110,73918,92191,55.5
RG016,Calgary North,Alberta,2023-09-18,2023,9,214302,99650,114651,53.5
RG017,Calgary South,Alberta,2023-09-18,2023,9,140079,21992,118086,84.3
RG018,Edmonton Central,Alberta,2023-09-18,2023,9,179880,31478,148401,82.5
RG019,Edmonton West,Alberta,2023-09-18,2023,9,45476,20054,25421,55.9
RG020,Montreal Central,Quebec,2023-09-18,2023,9,55857,21281,34575,61.9
RG021,Montreal East,Quebec,2023-09-18,2023,9,110653,49461,61191,55.3
RG022,Montreal West,Quebec,2023-09-18,2023,9,149979,24896,125082,83.4
RG023,Laval,Quebec,2023-09-18,2023,9,96571,45774,50796,52.6
RG024,Quebec City,Quebec,2023-09-18,2023,9,64924,27722,37201,57.3
RG001,Toronto Central,Ontario,2023-10-18,2023,10,267216,61192,206023,77.1
RG002,Toronto North,Ontario,2023-10-18,2023,10,290874,127111,163762,56.3
RG003,Toronto East,Ontario,2023-10-18,2023,10,225474,62005,163468,72.5
RG004,Toronto West,Ontario,2023-10-18,2023,10,233273,93775,139497,59.8
RG005,Mississauga,Ontario,2023-10-18,2023,10,218024,32703,185320,85.0
RG006,Brampton,Ontario,2023-10-18,2023,10,158326,25965,132360,83.6
RG007,Hamilton,Ontario,2023-10-18,2023,10,274282,105598,168683,61.5
RG008,Ottawa,Ontario,2023-10-18,2023,10,85598,17034,68563,80.1
RG009,Vancouver Downtown,British Columbia,2023-10-18,2023,10,126577,40251,86325,68.2
RG010,Vancouver East,British Columbia,2023-10-18,2023,10,115190,49186,66003,57.3
RG011,Vancouver West,British Columbia,2023-10-18,2023,10,144598,27473,117124,81.0
RG012,Burnaby,British Columbia,2023-10-18,2023,10,156361,39090,117270,75.0
RG013,Surrey,British Columbia,2023-10-18,2023,10,291167,126657,164509,56.5
RG014,Richmond,British Columbia,2023-10-18,2023,10,244339,105310,139028,56.9
RG015,Calgary Downtown,Alberta,2023-10-18,2023,10,172321,76682,95638,55.5
RG016,Calgary North,Alberta,2023-10-18,2023,10,205943,95763,110179,53.5
RG017,Calgary South,Alberta,2023-10-18,2023,10,143199,22482,120716,84.3
RG018,Edmonton Central,Alberta,2023-10-18,2023,10,175123,30646,144476,82.5
RG019,Edmonton West,Alberta,2023-10-18,2023,10,42857,18899,23957,55.9
RG020,Montreal Central,Quebec,2023-10-18,2023,10,55807,21262,34544,61.9
RG021,Montreal East,Quebec,2023-10-18,2023,10,107861,48213,59647,55.3
RG022,Montreal West,Quebec,2023-10-18,2023,10,151072,25077,125994,83.4
RG023,Laval,Quebec,2023-10-18,2023,10,99607,47213,52393,52.6
RG024,Quebec City,Quebec,2023-10-18,2023,10,61755,26369,35385,57.3
RG001,Toronto Central,Ontario,2023-11-17,2023,11,316253,72421,243831,77.1
RG002,Toronto North,Ontario,2023-11-17,2023,11,327657,143186,184470,56.3
RG003,Toronto East,Ontario,2023-11-17,2023,11,256880,70642,186238,72.5
RG004,Toronto West,Ontario,2023-11-17,2023,11,265559,106754,158804,59.8
RG005,Mississauga,Ontario,2023-11-17,2023,11,256897,38534,218362,85.0
RG006,Brampton,Ontario,2023-11-17,2023,11,183592,30109,153482,83.6
RG007,Hamilton,Ontario,2023-11-17,2023,11,320981,123577,197403,61.5
RG008,Ottawa,Ontario,2023-11-17,2023,11,92670,18441,74228,80.1
RG009,Vancouver Downtown,British Columbia,2023-11-17,2023,11,154442,49112,105329,68.2
RG010,Vancouver East,British Columbia,2023-11-17,2023,11,142826,60986,81839,57.3
RG011,Vancouver West,British Columbia,2023-11-17,2023,11,171861,32653,139207,81.0
RG012,Burnaby,British Columbia,2023-11-17,2023,11,192115,48028,144086,75.0
RG013,Surrey,British Columbia,2023-11-17,2023,11,321202,139722,181479,56.5
RG014,Richmond,British Columbia,2023-11-17,2023,11,291887,125803,166083,56.9
RG015,Calgary Downtown,Alberta,2023-11-17,2023,11,185260,82440,102819,55.5
RG016,Calgary North,Alberta,2023-11-17,2023,11,237380,110381,126998,53.5
RG017,Calgary South,Alberta,2023-11-17,2023,11,161913,25420,136492,84.3
RG018,Edmonton Central,Alberta,2023-11-17,2023,11,206482,36134,170347,82.5
RG019,Edmonton West,Alberta,2023-11-17,2023,11,53096,23415,29680,55.9
RG020,Montreal Central,Quebec,2023-11-17,2023,11,67138,25579,41558,61.9
RG021,Montreal East,Quebec,2023-11-17,2023,11,122467,54742,67724,55.3
RG022,Montreal West,Quebec,2023-11-17,2023,11,175992,29214,146777,83.4
RG023,Laval,Quebec,2023-11-17,2023,11,109426,51867,57558,52.6
RG024,Quebec City,Quebec,2023-11-17,2023,11,70492,30100,40391,57.3
